candidate_id,job_id,expected_label,rationale
C004,J014,weak,Some DevOps Engineer skills present but significant gaps in domain/tools
C004,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C004,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C004,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C004,J018,no_fit,Different professional domain from Embedding Engineer requirements
C004,J019,no_fit,Different professional domain from Recruiter requirements
C004,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C004,J021,no_fit,Different professional domain from People Analytics Lead requirements
C005,J001,weak,Python skills relevant to ML Engineer but lacks ML production experience
C005,J002,no_fit,Different professional domain from Data Analyst requirements
C005,J003,no_fit,Different professional domain from HR Recruiter requirements
C005,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C005,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C005,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C005,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C005,J008,no_fit,Different professional domain from BI Developer requirements
C005,J009,weak,Python skills relevant to ML Researcher but lacks ML production experience
C005,J010,no_fit,Different professional domain from Backend Engineer requirements
C005,J011,no_fit,Different professional domain from HRIS Analyst requirements
C005,J012,no_fit,Different professional domain from People Ops Manager requirements
C005,J013,no_fit,Different professional domain from Data Scientist requirements
C005,J014,no_fit,Different professional domain from DevOps Engineer requirements
C005,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C005,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C005,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C005,J018,no_fit,Different professional domain from Embedding Engineer requirements
C005,J019,no_fit,Different professional domain from Recruiter requirements
C005,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C005,J021,no_fit,Different professional domain from People Analytics Lead requirements
C006,J001,no_fit,Different professional domain from ML Engineer requirements
C006,J002,no_fit,Different professional domain from Data Analyst requirements
C006,J003,medium,Meets most HR Recruiter requirements with some domain/skill gaps
C006,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C006,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C006,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C006,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C006,J008,no_fit,Different professional domain from BI Developer requirements
C006,J009,no_fit,Different professional domain from ML Researcher requirements
C006,J010,no_fit,Different professional domain from Backend Engineer requirements
C006,J011,weak,Some HRIS Analyst skills present but significant gaps in domain/tools
C006,J012,no_fit,Different professional domain from People Ops Manager requirements
C006,J013,no_fit,Different professional domain from Data Scientist requirements
C006,J014,no_fit,Different professional domain from DevOps Engineer requirements
C006,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C006,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C006,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C006,J018,no_fit,Different professional domain from Embedding Engineer requirements
C006,J019,medium,Meets most Recruiter requirements with some domain/skill gaps
C006,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C006,J021,no_fit,Different professional domain from People Analytics Lead requirements
C007,J001,strong,Strong match with 4 core skills directly relevant to ML Engineer
C007,J002,no_fit,Different professional domain from Data Analyst requirements
C007,J003,no_fit,Different professional domain from HR Recruiter requirements
C007,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C007,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C007,J006,medium,Has core Senior ML Engineer skills but may lack seniority/leadership experience
C007,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C007,J008,no_fit,Different professional domain from BI Developer requirements
C007,J009,strong,Strong match with 5 core skills directly relevant to ML Researcher
C007,J010,no_fit,Different professional domain from Backend Engineer requirements
C007,J011,no_fit,Different professional domain from HRIS Analyst requirements
C007,J012,no_fit,Different professional domain from People Ops Manager requirements
C007,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C007,J014,no_fit,Different professional domain from DevOps Engineer requirements
C007,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C007,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C007,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C007,J018,no_fit,Different professional domain from Embedding Engineer requirements
C007,J019,no_fit,Different professional domain from Recruiter requirements
C007,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C007,J021,no_fit,Different professional domain from People Analytics Lead requirements
C008,J001,no_fit,Different professional domain from ML Engineer requirements
C008,J002,strong,Strong match with 5 core skills directly relevant to Data Analyst
C008,J003,no_fit,Different professional domain from HR Recruiter requirements
C008,J004,strong,Strong match with 4 core skills directly relevant to People Analytics Analyst
C008,J005,medium,Meets most Data Analyst – Growth/Ops requirements with some domain/skill gaps
C008,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C008,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C008,J008,strong,Strong match with 3 core skills directly relevant to BI Developer
C008,J009,no_fit,Different professional domain from ML Researcher requirements
C008,J010,no_fit,Different professional domain from Backend Engineer requirements
C008,J011,weak,Analytics experience could support HRIS Analyst but lacks HR domain knowledge
C008,J012,no_fit,Different professional domain from People Ops Manager requirements
C008,J013,no_fit,Different professional domain from Data Scientist requirements
C008,J014,no_fit,Different professional domain from DevOps Engineer requirements
C008,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C008,J016,medium,Meets most Product Analytics Manager requirements with some domain/skill gaps
C008,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C008,J018,no_fit,Different professional domain from Embedding Engineer requirements
C008,J019,no_fit,Different professional domain from Recruiter requirements
C008,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C008,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C009,J001,medium,Meets most ML Engineer requirements with some domain/skill gaps
C009,J002,no_fit,Different professional domain from Data Analyst requirements
C009,J003,no_fit,Different professional domain from HR Recruiter requirements
C009,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C009,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C009,J006,weak,Python skills relevant to Senior ML Engineer but lacks ML production experience
C009,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C009,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C009,J009,weak,Python skills relevant to ML Researcher but lacks ML production experience
C009,J010,no_fit,Different professional domain from Backend Engineer requirements
C009,J011,no_fit,Different professional domain from HRIS Analyst requirements
C009,J012,no_fit,Different professional domain from People Ops Manager requirements
C009,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C009,J014,no_fit,Different professional domain from DevOps Engineer requirements
C009,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C009,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C009,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C009,J018,no_fit,Different professional domain from Embedding Engineer requirements
C009,J019,no_fit,Different professional domain from Recruiter requirements
C009,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C009,J021,no_fit,Different professional domain from People Analytics Lead requirements
C010,J001,no_fit,Different professional domain from ML Engineer requirements
C010,J002,weak,Some Data Analyst skills present but significant gaps in domain/tools
C010,J003,weak,Analytics experience could support HR Recruiter but lacks HR domain knowledge
C010,J004,medium,Meets most People Analytics Analyst requirements with some domain/skill gaps
C010,J005,medium,Meets most Data Analyst – Growth/Ops requirements with some domain/skill gaps
C010,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C010,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C010,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C010,J009,no_fit,Different professional domain from ML Researcher requirements
C010,J010,no_fit,Different professional domain from Backend Engineer requirements
C010,J011,weak,Analytics experience could support HRIS Analyst but lacks HR domain knowledge
C010,J012,no_fit,Different professional domain from People Ops Manager requirements
C010,J013,medium,Meets most Data Scientist requirements with some domain/skill gaps
C010,J014,no_fit,Different professional domain from DevOps Engineer requirements
C010,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C010,J016,weak,Some Product Analytics Manager skills present but significant gaps in domain/tools
C010,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C010,J018,no_fit,Different professional domain from Embedding Engineer requirements
C010,J019,weak,Analytics experience could support Recruiter but lacks HR domain knowledge
C010,J020,medium,Has core Senior Analytics Engineer skills but may lack seniority/leadership experience
C010,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C011,J001,no_fit,Different professional domain from ML Engineer requirements
C011,J002,no_fit,Different professional domain from Data Analyst requirements
C011,J003,no_fit,Different professional domain from HR Recruiter requirements
C011,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C011,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C011,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C011,J007,strong,Strong match with 5 core skills directly relevant to Senior Data Engineer
C011,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C011,J009,no_fit,Different professional domain from ML Researcher requirements
C011,J010,weak,Some Backend Engineer skills present but significant gaps in domain/tools
C011,J011,no_fit,Different professional domain from HRIS Analyst requirements
C011,J012,no_fit,Different professional domain from People Ops Manager requirements
C011,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C011,J014,no_fit,Different professional domain from DevOps Engineer requirements
C011,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C011,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C011,J017,medium,Meets most Junior Data Engineer requirements with some domain/skill gaps
C011,J018,no_fit,Different professional domain from Embedding Engineer requirements
C011,J019,no_fit,Different professional domain from Recruiter requirements
C011,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C011,J021,no_fit,Different professional domain from People Analytics Lead requirements
C012,J001,no_fit,Different professional domain from ML Engineer requirements
C012,J002,no_fit,Different professional domain from Data Analyst requirements
C012,J003,strong,Strong match with 3 core skills directly relevant to HR Recruiter
C012,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C012,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C012,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C012,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C012,J008,no_fit,Different professional domain from BI Developer requirements
C012,J009,no_fit,Different professional domain from ML Researcher requirements
C012,J010,no_fit,Different professional domain from Backend Engineer requirements
C012,J011,no_fit,Different professional domain from HRIS Analyst requirements
C012,J012,no_fit,Different professional domain from People Ops Manager requirements
C012,J013,no_fit,Different professional domain from Data Scientist requirements
C012,J014,no_fit,Different professional domain from DevOps Engineer requirements
C012,J015,medium,Meets most Talent Acquisition Lead requirements with some domain/skill gaps
C012,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C012,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C012,J018,no_fit,Different professional domain from Embedding Engineer requirements
C012,J019,strong,Strong match with 3 core skills directly relevant to Recruiter
C012,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C012,J021,no_fit,Different professional domain from People Analytics Lead requirements
C013,J001,weak,Python skills relevant to ML Engineer but lacks ML production experience
C013,J002,no_fit,Different professional domain from Data Analyst requirements
C013,J003,no_fit,Different professional domain from HR Recruiter requirements
C013,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C013,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C013,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C013,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C013,J008,no_fit,Different professional domain from BI Developer requirements
C013,J009,no_fit,Different professional domain from ML Researcher requirements
C013,J010,no_fit,Different professional domain from Backend Engineer requirements
C013,J011,no_fit,Different professional domain from HRIS Analyst requirements
C013,J012,no_fit,Different professional domain from People Ops Manager requirements
C013,J013,no_fit,Different professional domain from Data Scientist requirements
C013,J014,no_fit,Different professional domain from DevOps Engineer requirements
C013,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C013,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C013,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C013,J018,no_fit,Different professional domain from Embedding Engineer requirements
C013,J019,no_fit,Different professional domain from Recruiter requirements
C013,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C013,J021,no_fit,Different professional domain from People Analytics Lead requirements
C014,J001,no_fit,Different professional domain from ML Engineer requirements
C014,J002,strong,Strong match with 4 core skills directly relevant to Data Analyst
C014,J003,weak,Analytics experience could support HR Recruiter but lacks HR domain knowledge
C014,J004,weak,Analytics experience could support People Analytics Analyst but lacks HR domain knowledge
C014,J005,medium,Meets most Data Analyst – Growth/Ops requirements with some domain/skill gaps
C014,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C014,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C014,J008,strong,Strong match with 3 core skills directly relevant to BI Developer
C014,J009,no_fit,Different professional domain from ML Researcher requirements
C014,J010,no_fit,Different professional domain from Backend Engineer requirements
C014,J011,no_fit,Different professional domain from HRIS Analyst requirements
C014,J012,no_fit,Different professional domain from People Ops Manager requirements
C014,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C014,J014,no_fit,Different professional domain from DevOps Engineer requirements
C014,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C014,J016,weak,Some Product Analytics Manager skills present but significant gaps in domain/tools
C014,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C014,J018,no_fit,Different professional domain from Embedding Engineer requirements
C014,J019,weak,Analytics experience could support Recruiter but lacks HR domain knowledge
C014,J020,medium,Has core Senior Analytics Engineer skills but may lack seniority/leadership experience
C014,J021,weak,Analytics experience could support People Analytics Lead but lacks HR domain knowledge
C015,J001,no_fit,Different professional domain from ML Engineer requirements
C015,J002,medium,Meets most Data Analyst requirements with some domain/skill gaps
C015,J003,weak,Some HR Recruiter skills present but significant gaps in domain/tools
C015,J004,strong,Strong match with 4 core skills directly relevant to People Analytics Analyst
C015,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C015,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C015,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C015,J008,medium,Meets most BI Developer requirements with some domain/skill gaps
C015,J009,no_fit,Different professional domain from ML Researcher requirements
C015,J010,no_fit,Different professional domain from Backend Engineer requirements
C015,J011,medium,Meets most HRIS Analyst requirements with some domain/skill gaps
C015,J012,no_fit,Different professional domain from People Ops Manager requirements
C015,J013,no_fit,Different professional domain from Data Scientist requirements
C015,J014,no_fit,Different professional domain from DevOps Engineer requirements
C015,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C015,J016,weak,Some Product Analytics Manager skills present but significant gaps in domain/tools
C015,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C015,J018,no_fit,Different professional domain from Embedding Engineer requirements
C015,J019,weak,Some Recruiter skills present but significant gaps in domain/tools
C015,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C015,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C016,J001,strong,Strong match with 4 core skills directly relevant to ML Engineer
C016,J002,no_fit,Different professional domain from Data Analyst requirements
C016,J003,no_fit,Different professional domain from HR Recruiter requirements
C016,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C016,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C016,J006,medium,Has core Senior ML Engineer skills but may lack seniority/leadership experience
C016,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C016,J008,no_fit,Different professional domain from BI Developer requirements
C016,J009,weak,Python skills relevant to ML Researcher but lacks ML production experience
C016,J010,no_fit,Different professional domain from Backend Engineer requirements
C016,J011,no_fit,Different professional domain from HRIS Analyst requirements
C016,J012,no_fit,Different professional domain from People Ops Manager requirements
C016,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C016,J014,no_fit,Different professional domain from DevOps Engineer requirements
C016,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C016,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C016,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C016,J018,no_fit,Different professional domain from Embedding Engineer requirements
C016,J019,no_fit,Different professional domain from Recruiter requirements
C016,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C016,J021,no_fit,Different professional domain from People Analytics Lead requirements
C017,J001,no_fit,Different professional domain from ML Engineer requirements
C017,J002,weak,Some Data Analyst skills present but significant gaps in domain/tools
C017,J003,no_fit,Different professional domain from HR Recruiter requirements
C017,J004,weak,Some People Analytics Analyst skills present but significant gaps in domain/tools
C017,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C017,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C017,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C017,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C017,J009,no_fit,Different professional domain from ML Researcher requirements
C017,J010,no_fit,Different professional domain from Backend Engineer requirements
C017,J011,weak,Some HRIS Analyst skills present but significant gaps in domain/tools
C017,J012,no_fit,Different professional domain from People Ops Manager requirements
C017,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C017,J014,no_fit,Different professional domain from DevOps Engineer requirements
C017,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C017,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C017,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C017,J018,no_fit,Different professional domain from Embedding Engineer requirements
C017,J019,no_fit,Different professional domain from Recruiter requirements
C017,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C017,J021,no_fit,Different professional domain from People Analytics Lead requirements
C018,J001,no_fit,Different professional domain from ML Engineer requirements
C018,J002,no_fit,Different professional domain from Data Analyst requirements
C018,J003,no_fit,Different professional domain from HR Recruiter requirements
C018,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C018,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C018,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C018,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C018,J008,no_fit,Different professional domain from BI Developer requirements
C018,J009,no_fit,Different professional domain from ML Researcher requirements
C018,J010,no_fit,Different professional domain from Backend Engineer requirements
C018,J011,no_fit,Different professional domain from HRIS Analyst requirements
C018,J012,no_fit,Different professional domain from People Ops Manager requirements
C018,J013,no_fit,Different professional domain from Data Scientist requirements
C018,J014,no_fit,Different professional domain from DevOps Engineer requirements
C018,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C018,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C018,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C018,J018,no_fit,Different professional domain from Embedding Engineer requirements
C018,J019,no_fit,Different professional domain from Recruiter requirements
C018,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C018,J021,no_fit,Different professional domain from People Analytics Lead requirements
C019,J001,strong,Strong match with 4 core skills directly relevant to ML Engineer
C019,J002,no_fit,Different professional domain from Data Analyst requirements
C019,J003,no_fit,Different professional domain from HR Recruiter requirements
C019,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C019,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C019,J006,medium,Meets most Senior ML Engineer requirements with some domain/skill gaps
C019,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C019,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C019,J009,medium,Meets most ML Researcher requirements with some domain/skill gaps
C019,J010,no_fit,Different professional domain from Backend Engineer requirements
C019,J011,no_fit,Different professional domain from HRIS Analyst requirements
C019,J012,no_fit,Different professional domain from People Ops Manager requirements
C019,J013,medium,Meets most Data Scientist requirements with some domain/skill gaps
C019,J014,no_fit,Different professional domain from DevOps Engineer requirements
C019,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C019,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C019,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C019,J018,no_fit,Different professional domain from Embedding Engineer requirements
C019,J019,no_fit,Different professional domain from Recruiter requirements
C019,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C019,J021,no_fit,Different professional domain from People Analytics Lead requirements
C020,J001,weak,Python skills relevant to ML Engineer but lacks ML production experience
C020,J002,strong,Strong match with 4 core skills directly relevant to Data Analyst
C020,J003,weak,Analytics experience could support HR Recruiter but lacks HR domain knowledge
C020,J004,strong,Strong match with 4 core skills directly relevant to People Analytics Analyst
C020,J005,strong,Strong match with 4 core skills directly relevant to Data Analyst – Growth/Ops
C020,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C020,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C020,J008,strong,Strong match with 3 core skills directly relevant to BI Developer
C020,J009,no_fit,Different professional domain from ML Researcher requirements
C020,J010,no_fit,Different professional domain from Backend Engineer requirements
C020,J011,weak,Analytics experience could support HRIS Analyst but lacks HR domain knowledge
C020,J012,no_fit,Different professional domain from People Ops Manager requirements
C020,J013,medium,Meets most Data Scientist requirements with some domain/skill gaps
C020,J014,no_fit,Different professional domain from DevOps Engineer requirements
C020,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C020,J016,medium,Meets most Product Analytics Manager requirements with some domain/skill gaps
C020,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C020,J018,no_fit,Different professional domain from Embedding Engineer requirements
C020,J019,weak,Analytics experience could support Recruiter but lacks HR domain knowledge
C020,J020,medium,Has core Senior Analytics Engineer skills but may lack seniority/leadership experience
C020,J021,strong,Strong match with 4 core skills directly relevant to People Analytics Lead
C021,J001,no_fit,Different professional domain from ML Engineer requirements
C021,J002,medium,Meets most Data Analyst requirements with some domain/skill gaps
C021,J003,no_fit,Different professional domain from HR Recruiter requirements
C021,J004,medium,Meets most People Analytics Analyst requirements with some domain/skill gaps
C021,J005,strong,Strong match with 4 core skills directly relevant to Data Analyst – Growth/Ops
C021,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C021,J007,medium,Meets most Senior Data Engineer requirements with some domain/skill gaps
C021,J008,medium,Meets most BI Developer requirements with some domain/skill gaps
C021,J009,no_fit,Different professional domain from ML Researcher requirements
C021,J010,no_fit,Different professional domain from Backend Engineer requirements
C021,J011,no_fit,Different professional domain from HRIS Analyst requirements
C021,J012,no_fit,Different professional domain from People Ops Manager requirements
C021,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C021,J014,no_fit,Different professional domain from DevOps Engineer requirements
C021,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C021,J016,medium,Meets most Product Analytics Manager requirements with some domain/skill gaps
C021,J017,medium,Meets most Junior Data Engineer requirements with some domain/skill gaps
C021,J018,no_fit,Different professional domain from Embedding Engineer requirements
C021,J019,no_fit,Different professional domain from Recruiter requirements
